num data points,stability_mean,stability_std
150,0.2598892472684383,0.021931108727294164
300,0.2019020429501931,0.026777051738111055
450,0.17766253903508186,0.02410306595490221
500,0.16508702360093594,0.023085408675965667
650,0.1634492343912522,0.023378053139145528
900,0.13562515441328288,0.02306685483052567
