size,Method,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10,Run_11,Run_12,Run_13,Run_14,Run_15,Run_16,Run_17,Run_18,Run_19,Run_20,Run_21,Run_22,Run_23,Run_24,Run_25
1000,recon_all,0.5833333333333334,0.56,0.62,0.58,0.5633333333333334,0.6433333333333333,0.6166666666666667,0.6066666666666667,0.5433333333333333,0.64,0.6433333333333333,0.59,0.5966666666666667,0.6133333333333333,0.6966666666666667,0.5833333333333334,0.6466666666666666,0.6266666666666667,0.6466666666666666,0.6333333333333333,0.5833333333333334,0.62,0.61,0.5933333333333334,0.6533333333333333
1000,recon_all_lp,0.7266666666666667,0.5766666666666667,0.7533333333333333,0.7566666666666667,0.6766666666666666,0.6366666666666667,0.7466666666666667,0.6833333333333333,0.7033333333333334,0.73,0.7833333333333333,0.7433333333333333,0.6933333333333334,0.69,0.7033333333333334,0.7233333333333334,0.6533333333333333,0.72,0.6933333333333334,0.7466666666666667,0.74,0.7633333333333333,0.6833333333333333,0.7733333333333333,0.7566666666666667
1500,drift_localizer,0.66,0.6977777777777778,0.6777777777777778,0.6888888888888889,0.68,0.6488888888888888,0.6377777777777778,0.6688888888888889,0.6644444444444444,0.6466666666666666,0.6333333333333333,0.6377777777777778,0.6844444444444444,0.6977777777777778,0.6533333333333333,0.6711111111111111,0.62,0.66,0.6511111111111111,0.6488888888888888,0.6288888888888889,0.6377777777777778,0.6644444444444444,0.6755555555555556,0.6622222222222223
1500,one_local_l,0.7,0.6977777777777778,0.7088888888888889,0.7022222222222222,0.6533333333333333,0.6488888888888888,0.6933333333333334,0.6511111111111111,0.6822222222222222,0.6355555555555555,0.6777777777777778,0.64,0.6977777777777778,0.6266666666666667,0.6622222222222223,0.6977777777777778,0.7,0.7133333333333334,0.6711111111111111,0.6777777777777778,0.6666666666666666,0.7022222222222222,0.6577777777777778,0.6333333333333333,0.66
1500,one_local_l_lp,0.6044444444444445,0.6577777777777778,0.68,0.6888888888888889,0.7288888888888889,0.6577777777777778,0.5977777777777777,0.6488888888888888,0.6977777777777778,0.7133333333333334,0.7022222222222222,0.6555555555555556,0.6844444444444444,0.6711111111111111,0.6888888888888889,0.6355555555555555,0.6444444444444445,0.6755555555555556,0.7266666666666667,0.6911111111111111,0.6644444444444444,0.7133333333333334,0.5977777777777777,0.6511111111111111,0.6422222222222222
1500,recon_single,0.5888888888888889,0.6133333333333333,0.6422222222222222,0.6333333333333333,0.5955555555555555,0.5733333333333334,0.6133333333333333,0.6111111111111112,0.6333333333333333,0.5444444444444444,0.6044444444444445,0.5555555555555556,0.6622222222222223,0.5822222222222222,0.5977777777777777,0.6155555555555555,0.6133333333333333,0.64,0.6044444444444445,0.6444444444444445,0.6088888888888889,0.6377777777777778,0.5755555555555556,0.5688888888888889,0.5911111111111111
1500,recon_single_lp,0.7066666666666667,0.7066666666666667,0.7466666666666667,0.74,0.7377777777777778,0.7111111111111111,0.6644444444444444,0.6844444444444444,0.7422222222222222,0.7066666666666667,0.7222222222222222,0.7577777777777778,0.7022222222222222,0.68,0.6911111111111111,0.6422222222222222,0.7311111111111112,0.6733333333333333,0.7533333333333333,0.6711111111111111,0.6555555555555556,0.7777777777777778,0.6844444444444444,0.6844444444444444,0.6888888888888889
1500,recon_all,0.6422222222222222,0.6022222222222222,0.6377777777777778,0.5911111111111111,0.6066666666666667,0.6133333333333333,0.5622222222222222,0.6,0.6377777777777778,0.5977777777777777,0.58,0.5555555555555556,0.6355555555555555,0.6133333333333333,0.6177777777777778,0.6044444444444445,0.6022222222222222,0.6311111111111111,0.6066666666666667,0.6044444444444445,0.5955555555555555,0.6044444444444445,0.5933333333333334,0.6,0.58
1500,recon_all_lp,0.7111111111111111,0.7044444444444444,0.7244444444444444,0.72,0.7311111111111112,0.7333333333333333,0.6311111111111111,0.7133333333333334,0.7511111111111111,0.7333333333333333,0.7288888888888889,0.7666666666666667,0.6533333333333333,0.6933333333333334,0.6888888888888889,0.6133333333333333,0.68,0.7044444444444444,0.7066666666666667,0.7022222222222222,0.6733333333333333,0.7844444444444445,0.72,0.6933333333333334,0.7
2000,drift_localizer,0.6816666666666666,0.6683333333333333,0.6933333333333334,0.6933333333333334,0.6933333333333334,0.705,0.7133333333333334,0.7066666666666667,0.6766666666666666,0.6583333333333333,0.7033333333333334,0.6916666666666667,0.6983333333333334,0.71,0.695,0.6983333333333334,0.7183333333333334,0.7083333333333334,0.655,0.6566666666666666,0.6633333333333333,0.7083333333333334,0.685,0.685,0.6883333333333334
2000,one_local_l,0.61,0.5916666666666667,0.605,0.6866666666666666,0.6266666666666667,0.6766666666666666,0.6683333333333333,0.7266666666666667,0.655,0.6533333333333333,0.6666666666666666,0.6616666666666666,0.69,0.7183333333333334,0.6333333333333333,0.6566666666666666,0.66,0.6983333333333334,0.6483333333333333,0.65,0.68,0.6133333333333333,0.675,0.6766666666666666
2000,one_local_l_lp,0.6516666666666666,0.5933333333333334,0.735,0.6966666666666667,0.6733333333333333,0.6416666666666667,0.6816666666666666,0.7066666666666667,0.7283333333333334,0.645,0.6266666666666667,0.68,0.6616666666666666,0.7116666666666667,0.6916666666666667,0.7083333333333334,0.6516666666666666,0.6633333333333333,0.7116666666666667,0.67,0.675,0.6483333333333333,0.65,0.7483333333333333
2000,recon_single,0.5666666666666667,0.5266666666666666,0.5666666666666667,0.6566666666666666,0.585,0.625,0.6316666666666667,0.67,0.5933333333333334,0.6066666666666667,0.6033333333333334,0.64,0.6133333333333333,0.6316666666666667,0.5733333333333334,0.635,0.5866666666666667,0.615,0.5866666666666667,0.575,0.645,0.5883333333333334,0.6333333333333333,0.6283333333333333
2000,recon_single_lp,0.6716666666666666,0.575,0.7066666666666667,0.7133333333333334,0.6616666666666666,0.5933333333333334,0.6783333333333333,0.7266666666666667,0.76,0.695,0.61,0.675,0.665,0.7183333333333334,0.685,0.6733333333333333,0.7016666666666667,0.72,0.7033333333333334,0.7083333333333334,0.64,0.6666666666666666,0.7016666666666667,0.7433333333333333
2000,recon_all,0.6566666666666666,0.6316666666666667,0.605,0.65,0.5816666666666667,0.6016666666666667,0.5983333333333334,0.6266666666666667,0.5616666666666666,0.5916666666666667,0.6,0.6116666666666667,0.6066666666666667,0.65,0.5933333333333334,0.605,0.5783333333333334,0.5916666666666667,0.565,0.5566666666666666,0.615,0.5783333333333334,0.6283333333333333,0.6066666666666667
2000,recon_all_lp,0.715,0.7,0.7483333333333333,0.6766666666666666,0.6383333333333333,0.63,0.6416666666666667,0.68,0.7283333333333334,0.7466666666666667,0.6433333333333333,0.61,0.645,0.7166666666666667,0.7016666666666667,0.69,0.6933333333333334,0.7266666666666667,0.665,0.7166666666666667,0.6566666666666666,0.6766666666666666,0.73,0.7383333333333333
