ratio,stability_mean,stability_std
0.2,0.12313887365162372,0.020337311522752234
0.4,0.1073938437178731,0.020367815512083467
0.6,0.07920541958262522,0.016626108809573183
0.8,0.06326627310365439,0.01795104969132404
cross_all_values,0.25572696280976137,0.09819022979397346
