Method,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10,Run_11,Run_12,Run_13,Run_14,Run_15,Run_16,Run_17,Run_18,Run_19,Run_20,Run_21,Run_22,Run_23,Run_24,Run_25
three_global_l,0.7266666666666667,0.8,0.6866666666666666,0.6666666666666666,0.6133333333333333,0.6933333333333334,0.76,0.64,0.6266666666666667,0.6866666666666666,0.6733333333333333,0.78,0.6866666666666666,0.5066666666666667,0.7733333333333333,0.68,0.7466666666666667,0.66,0.6333333333333333,0.74,0.7733333333333333,0.68,0.6933333333333334,0.72,0.7
one_local_one_global_preds_l,0.8866666666666667,0.86,0.8733333333333333,0.76,0.8933333333333333,0.7933333333333333,0.82,0.8933333333333333,0.88,0.9,0.9066666666666666,0.8066666666666666,0.86,0.86,0.92,0.8666666666666667,0.8666666666666667,0.9,0.9,0.9266666666666666,0.9466666666666667,0.9,0.84,0.92,0.8333333333333334
one_local_preds_l,0.8866666666666667,0.8533333333333334,0.8333333333333334,0.8533333333333334,0.8733333333333333,0.8466666666666667,0.8733333333333333,0.8933333333333333,0.88,0.9266666666666666,0.9066666666666666,0.92,0.88,0.9,0.92,0.9133333333333333,0.88,0.9,0.8933333333333333,0.94,0.9133333333333333,0.9,0.8466666666666667,0.8133333333333334,0.8533333333333334
two_local_preds_l,0.92,0.76,0.8733333333333333,0.7266666666666667,0.8066666666666666,0.7133333333333334,0.8066666666666666,0.86,0.9,0.8266666666666667,0.8666666666666667,0.8733333333333333,0.8466666666666667,0.8333333333333334,0.8,0.7866666666666666,0.82,0.8666666666666667,0.8266666666666667,0.8933333333333333,0.8266666666666667,0.8,0.7933333333333333,0.8466666666666667,0.88
three_local_preds_l,0.8866666666666667,0.74,0.7933333333333333,0.6933333333333334,0.6666666666666666,0.6466666666666666,0.7133333333333334,0.82,0.9266666666666666,0.8066666666666666,0.8466666666666667,0.8666666666666667,0.7666666666666667,0.8,0.78,0.8,0.7933333333333333,0.8266666666666667,0.8,0.8466666666666667,0.8133333333333334,0.82,0.7666666666666667,0.7466666666666667,0.82
one_local_preds_l_probs,0.8866666666666667,0.8533333333333334,0.82,0.8533333333333334,0.8733333333333333,0.8533333333333334,0.8666666666666667,0.8933333333333333,0.8733333333333333,0.9133333333333333,0.8933333333333333,0.8733333333333333,0.86,0.8733333333333333,0.9333333333333333,0.86,0.8333333333333334,0.9,0.9,0.9133333333333333,0.9133333333333333,0.92,0.84,0.8933333333333333,0.8466666666666667
two_local_preds_l_probs,0.8533333333333334,0.7866666666666666,0.84,0.7266666666666667,0.8866666666666667,0.7133333333333334,0.7933333333333333,0.8666666666666667,0.9066666666666666,0.84,0.84,0.8733333333333333,0.8533333333333334,0.8266666666666667,0.7733333333333333,0.78,0.8466666666666667,0.8533333333333334,0.8266666666666667,0.8266666666666667,0.8466666666666667,0.8466666666666667,0.7933333333333333,0.8333333333333334,0.8933333333333333
three_local_preds_l_probs,0.88,0.74,0.7933333333333333,0.7266666666666667,0.7933333333333333,0.64,0.72,0.8866666666666667,0.8933333333333333,0.82,0.8266666666666667,0.8066666666666666,0.78,0.7933333333333333,0.7466666666666667,0.68,0.8,0.8,0.8,0.78,0.8466666666666667,0.8466666666666667,0.7466666666666667,0.7333333333333333,0.8333333333333334
one_global_preds_l,0.7866666666666666,0.6533333333333333,0.5333333333333333,0.6066666666666667,0.5533333333333333,0.5933333333333334,0.5933333333333334,0.7,0.7,0.6933333333333334,0.5666666666666667,0.8,0.56,0.49333333333333335,0.6866666666666666,0.54,0.6933333333333334,0.6266666666666667,0.6533333333333333,0.5933333333333334,0.82,0.6333333333333333,0.72,0.6266666666666667,0.6866666666666666
two_global_preds_l,0.6933333333333334,0.68,0.6666666666666666,0.7533333333333333,0.6866666666666666,0.7266666666666667,0.6866666666666666,0.7533333333333333,0.78,0.7933333333333333,0.7,0.8133333333333334,0.7866666666666666,0.5866666666666667,0.8066666666666666,0.7533333333333333,0.7866666666666666,0.6266666666666667,0.8066666666666666,0.7,0.86,0.7333333333333333,0.7933333333333333,0.7266666666666667,0.7466666666666667
three_global_preds_l,0.7133333333333334,0.86,0.7666666666666667,0.7333333333333333,0.7866666666666666,0.6933333333333334,0.76,0.78,0.8133333333333334,0.8066666666666666,0.8066666666666666,0.8733333333333333,0.82,0.6333333333333333,0.8266666666666667,0.7866666666666666,0.8,0.6666666666666666,0.8266666666666667,0.82,0.8733333333333333,0.7666666666666667,0.82,0.82,0.86
reconstructed_single_concepts,0.7733333333333333,0.78,0.6933333333333334,0.7733333333333333,0.6666666666666666,0.7866666666666666,0.76,0.64,0.62,0.7666666666666667,0.6533333333333333,0.8,0.74,0.7666666666666667,0.8,0.8266666666666667,0.7333333333333333,0.7133333333333334,0.68,0.8333333333333334,0.78,0.7866666666666666,0.6933333333333334,0.6733333333333333,0.6866666666666666
reconstructed_single_concepts_preds,0.9333333333333333,0.8933333333333333,0.8666666666666667,0.8133333333333334,0.84,0.8266666666666667,0.88,0.9,0.8733333333333333,0.9,0.8933333333333333,0.9066666666666666,0.8733333333333333,0.92,0.9333333333333333,0.92,0.88,0.8933333333333333,0.86,0.94,0.9333333333333333,0.9133333333333333,0.8466666666666667,0.8266666666666667,0.82
reconstructed_2_concepts,0.7866666666666666,0.7866666666666666,0.6733333333333333,0.8466666666666667,0.68,0.8266666666666667,0.76,0.6266666666666667,0.64,0.74,0.66,0.8133333333333334,0.7266666666666667,0.7533333333333333,0.8066666666666666,0.8066666666666666,0.7133333333333334,0.7133333333333334,0.72,0.82,0.78,0.82,0.6666666666666666,0.6866666666666666,0.7266666666666667
reconstructed_2_concepts_preds,0.9466666666666667,0.9133333333333333,0.86,0.94,0.8533333333333334,0.8666666666666667,0.92,0.9,0.9066666666666666,0.9266666666666666,0.8733333333333333,0.9333333333333333,0.9,0.8933333333333333,0.94,0.94,0.86,0.9066666666666666,0.9133333333333333,0.9266666666666666,0.92,0.9733333333333334,0.8866666666666667,0.88,0.86
reconstructed_3_concepts,0.7933333333333333,0.7933333333333333,0.6666666666666666,0.8666666666666667,0.68,0.8466666666666667,0.7666666666666667,0.6466666666666666,0.6466666666666666,0.74,0.6466666666666666,0.8333333333333334,0.7133333333333334,0.7666666666666667,0.8,0.82,0.7133333333333334,0.72,0.7133333333333334,0.8266666666666667,0.7733333333333333,0.8,0.6666666666666666,0.6933333333333334,0.6866666666666666
reconstructed_3_concepts_preds,0.98,0.9066666666666666,0.8533333333333334,0.9333333333333333,0.88,0.94,0.9266666666666666,0.92,0.94,0.9666666666666667,0.9,0.9666666666666667,0.9,0.9333333333333333,0.96,0.9666666666666667,0.9133333333333333,0.94,0.8933333333333333,0.9333333333333333,0.94,0.9666666666666667,0.9133333333333333,0.8466666666666667,0.86
reconstructed_all_concepts,0.78,0.8,0.7066666666666667,0.8466666666666667,0.6866666666666666,0.8533333333333334,0.7533333333333333,0.64,0.66,0.7466666666666667,0.6533333333333333,0.8333333333333334,0.7066666666666667,0.8,0.8133333333333334,0.82,0.72,0.7333333333333333,0.74,0.84,0.7733333333333333,0.8133333333333334,0.6666666666666666,0.68,0.6933333333333334
reconstructed_all_concepts_preds,0.9666666666666667,0.9133333333333333,0.9066666666666666,0.9533333333333334,0.9,0.9333333333333333,0.9266666666666666,0.9133333333333333,0.9266666666666666,0.96,0.8666666666666667,0.9666666666666667,0.9066666666666666,0.9666666666666667,0.96,0.9533333333333334,0.9066666666666666,0.94,0.92,0.9466666666666667,0.9533333333333334,0.98,0.94,0.8733333333333333,0.8666666666666667
label_maps,"{7: 0, 3: 1, 2: 2, 8: 0, 5: 0, 6: 0, 9: 0, 4: 0, 0: 2, 1: 2}","{2: 0, 1: 1, 9: 2, 7: 0, 4: 0, 6: 2, 5: 1, 3: 1, 8: 1, 0: 0}","{4: 2, 8: 1, 7: 0, 2: 2, 6: 0, 9: 1, 0: 0, 1: 2, 5: 1, 3: 2}","{2: 1, 4: 2, 7: 0, 1: 1, 6: 1, 0: 1, 8: 2, 3: 1, 5: 0, 9: 1}","{8: 2, 7: 1, 2: 0, 1: 1, 0: 1, 6: 2, 9: 2, 4: 2, 3: 0, 5: 2}","{4: 2, 9: 1, 1: 0, 7: 0, 2: 2, 8: 1, 6: 1, 3: 2, 0: 1, 5: 0}","{0: 0, 1: 1, 7: 2, 8: 1, 6: 0, 9: 0, 5: 2, 3: 1, 2: 0, 4: 0}","{4: 0, 7: 1, 9: 2, 0: 2, 3: 1, 5: 2, 6: 0, 8: 2, 2: 2, 1: 0}","{7: 0, 6: 1, 9: 2, 1: 2, 3: 0, 2: 2, 0: 0, 5: 2, 4: 1, 8: 2}","{9: 2, 5: 0, 6: 1, 0: 0, 4: 1, 1: 1, 7: 0, 2: 0, 3: 0, 8: 2}","{2: 1, 3: 0, 5: 2, 8: 1, 4: 2, 0: 2, 6: 1, 7: 0, 9: 2, 1: 2}","{0: 1, 1: 2, 8: 0, 9: 0, 2: 0, 7: 1, 5: 0, 6: 2, 4: 2, 3: 0}","{8: 2, 2: 0, 4: 1, 1: 2, 6: 0, 5: 1, 7: 2, 0: 1, 3: 0, 9: 2}","{4: 0, 9: 1, 0: 2, 1: 1, 5: 1, 8: 1, 6: 1, 3: 2, 7: 0, 2: 2}","{3: 0, 7: 1, 4: 2, 9: 0, 8: 1, 2: 0, 5: 1, 6: 1, 0: 0, 1: 0}","{9: 2, 2: 1, 3: 0, 6: 1, 4: 1, 5: 0, 0: 1, 1: 0, 8: 0, 7: 1}","{9: 1, 1: 2, 7: 0, 5: 1, 2: 0, 3: 0, 8: 2, 4: 2, 6: 2, 0: 0}","{9: 1, 2: 2, 7: 0, 1: 2, 6: 0, 3: 2, 4: 0, 8: 1, 0: 0, 5: 2}","{6: 0, 8: 1, 7: 2, 2: 0, 4: 1, 5: 1, 9: 0, 1: 2, 0: 2, 3: 1}","{9: 0, 2: 1, 8: 2, 6: 0, 4: 1, 3: 0, 0: 0, 1: 1, 5: 1, 7: 0}","{3: 1, 1: 0, 2: 2, 0: 0, 6: 1, 5: 0, 9: 0, 4: 2, 8: 2, 7: 0}","{0: 2, 8: 0, 7: 1, 6: 0, 1: 2, 2: 1, 5: 1, 3: 0, 9: 0, 4: 1}","{1: 1, 0: 2, 7: 0, 6: 2, 8: 0, 3: 2, 5: 0, 9: 1, 4: 2, 2: 2}","{4: 1, 3: 0, 1: 2, 8: 2, 5: 0, 7: 1, 0: 2, 9: 1, 6: 2, 2: 2}","{7: 2, 5: 0, 4: 1, 0: 1, 8: 0, 1: 2, 6: 0, 9: 1, 3: 0, 2: 1}"
drift_ratios,"{'BD': 307, 'AD': 54, 'Both': 139}","{'BD': 210, 'AD': 202, 'Both': 88}","{'BD': 167, 'AD': 156, 'Both': 177}","{'BD': 90, 'AD': 299, 'Both': 111}","{'BD': 93, 'AD': 150, 'Both': 257}","{'BD': 145, 'AD': 206, 'Both': 149}","{'BD': 246, 'AD': 146, 'Both': 108}","{'BD': 140, 'AD': 105, 'Both': 255}","{'BD': 135, 'AD': 91, 'Both': 274}","{'BD': 251, 'AD': 146, 'Both': 103}","{'BD': 102, 'AD': 158, 'Both': 240}","{'BD': 259, 'AD': 104, 'Both': 137}","{'BD': 143, 'AD': 143, 'Both': 214}","{'BD': 91, 'AD': 249, 'Both': 160}","{'BD': 238, 'AD': 208, 'Both': 54}","{'BD': 172, 'AD': 276, 'Both': 52}","{'BD': 208, 'AD': 96, 'Both': 196}","{'BD': 196, 'AD': 103, 'Both': 201}","{'BD': 117, 'AD': 211, 'Both': 172}","{'BD': 261, 'AD': 183, 'Both': 56}","{'BD': 270, 'AD': 100, 'Both': 130}","{'BD': 197, 'AD': 215, 'Both': 88}","{'BD': 136, 'AD': 97, 'Both': 267}","{'BD': 101, 'AD': 152, 'Both': 247}","{'BD': 204, 'AD': 204, 'Both': 92}"
