win_size,stability_mean,stability_std
5,0.0636395965795964,0.021931333555737835
10,0.0806222688779235,0.02404035819035707
15,0.0805430156380559,0.02669413677681025
20,0.09176910240203143,0.025079613129522102
30,0.10709968010584513,0.02436724369009598
cross_all_values,0.10860404752135276,0.03150621351356553
